"Case Number","Case Date","Status","Completion Date","Address","City","State","Zip Code","City PIN","County","Council District","Police District","Neighborhood","Latitude","Longitude","Mapping Location"
"1130045","03/02/2015","C","06/07/2017","5520 Jaudon Ave","Kansas City","MO","64130","36505","Jackson","5","Metro","North Town Fork Creek","39.025246","-94.550384","5520 Jaudon Ave   64130 (39.025246, -94.550384)"
"1211059","12/05/2018","C","12/21/2018","3019 Lister Ave","Kansas City","MO","64128","22692","Jackson","3","East","Knoches Park","39.07016","-94.528338","3019 Lister Ave   64128 (39.07016, -94.528338)"
"1153158","03/07/2016","C","02/22/2017","1707 KENSINGTON AVE","Kansas City","MO","64127","18407","Jackson","3","East","East Community Team North","39.09047","-94.530907","1707 KENSINGTON AVE   64127 (39.09047, -94.530907)"
"1169110","11/01/2016","C","02/02/2017","2220 QUINCY AVE","Kansas City","MO","64127","17802","Jackson","3","East","East Community Team North","39.084424","-94.523625","2220 QUINCY AVE   64127 (39.084424, -94.523625)"
"1096405","07/19/2013","C","08/11/2014","6628 E 13TH ST","Kansas City","MO","64126","7004","Jackson","3","East","East Blue Valley","39.095791","-94.504054","6628 E 13TH ST   64126 (39.095791, -94.504054)"
"1057117","02/07/2012","C","12/18/2014","2804 Poplar Ave","Kansas City","MO","64128","22157","Jackson","3","East","East Community Team South","39.074203","-94.52671","2804 Poplar Ave   64128 (39.074203, -94.52671)"
"1143444","08/19/2015","C","03/13/2019","3832 Thompson Ave","Kansas City","MO","64124","42173","Jackson","4","East","Scarritt Point","39.107885","-94.536059","3832 Thompson Ave   64124 (39.107885, -94.536059)"
"1153178","03/07/2016","C","08/31/2016","2023 CHELSEA AVE","Kansas City","MO","64127","18826","Jackson","3","East","East Community Team North","39.08625","-94.526158","2023 CHELSEA AVE   64127 (39.08625, -94.526158)"
"1153383","03/10/2016","C","12/30/2016","2441 LISTER AVE","Kansas City","MO","64127","19143","Jackson","3","East","East Community Team South","39.080648","-94.527324","2441 LISTER AVE   64127 (39.080648, -94.527324)"
"1153368","03/10/2016","C","12/30/2016","2322 Chelsea Ave","Kansas City","MO","64127","19033","Jackson","3","East","East Community Team South","39.082624","-94.52694","2322 Chelsea Ave   64127 (39.082624, -94.52694)"
"1078753","10/19/2012","C","11/29/2012","1009 Oakley Ave","Kansas City","MO","64127","7749","Jackson","4","East","Sheffield","39.099589","-94.516506","1009 Oakley Ave   64127 (39.099589, -94.516506)"
"1047441","08/18/2011","C","08/04/2014","2819 E 78th St","Kansas City","MO","64132","4681","Jackson","5","Metro","Marlborough East","38.984613","-94.555045","2819 E 78th St   64132 (38.984613, -94.555045)"
"1233125","12/23/2019","C","02/01/2021","3524 Garner Ave","Kansas City","MO","64124","42000","Jackson","4","East","Scarritt Point","39.108884","-94.539109","3524 Garner Ave   64124 (39.108884, -94.539109)"
"1065506","05/24/2012","C","06/15/2012","3328 Wabash Ave","Kansas City","MO","64109","126669","Jackson","3","Central","Key Coalition","39.065308","-94.554571","3328 Wabash Ave   64109 (39.065308, -94.554571)"
"1166903","09/23/2016","C","05/24/2017","3537 Flora Ave","Kansas City","MO","64109","134490","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.061611","-94.565616","3537 Flora Ave   64109 (39.061611, -94.565616)"
"1074818","09/07/2012","C","05/13/2016","430 Askew Ave","Kansas City","MO","64124","42024","Jackson","4","East","Scarritt Point","39.108242","-94.539226","430 Askew Ave   64124 (39.108242, -94.539226)"
"1077336","09/25/2012","C","07/29/2013","4217 Park Ave","Kansas City","MO","64130","136882","Jackson","3","Central","Ivanhoe Southeast","39.049313","-94.55708","4217 Park Ave   64130 (39.049313, -94.55708)"
"1057972","02/27/2012","C","03/28/2013","4125 TRACY AVE","Kansas City","MO","64110","135923","Jackson","3","Central","Manheim Park","39.051527","-94.569643","4125 TRACY AVE   64110 (39.051527, -94.569643)"
"1083789","02/13/2013","C","03/02/2015","2735 Topping Ave","Kansas City","MO","64129","21239","Jackson","3","East","South Blue Valley","39.074728","-94.515262","2735 Topping Ave   64129 (39.074728, -94.515262)"
"1178790","05/30/2017","C","08/16/2017","903 EWING AVE","Kansas City","MO","64126","5291","Jackson","4","East","Sheffield","39.100842","-94.502632","903 EWING AVE   64126 (39.100842, -94.502632)"
"1100155","09/12/2013","C","10/04/2013","333 N Quincy Ave","Kansas City","MO","64123","42844","Jackson","4","East","North Indian Mound","39.115626","-94.521681","333 N Quincy Ave   64123 (39.115626, -94.521681)"
"1048074","08/20/2011","C","03/20/2014","8549 N Green Hills Rd","Kansas City","MO","64154","160954","Platte","2","North","Coves North","39.249139","-94.629755","8549 N Green Hills Rd   64154 (39.249139, -94.629755)"
"1174248","03/16/2017","C","07/26/2017","5232 Byrams Ford Rd","Kansas City","MO","64129","51041","Jackson","3","Metro","Eastwood Hills East","39.028251","-94.485245","5232 Byrams Ford Rd   64129 (39.028251, -94.485245)"
"1053728","11/16/2011","C","12/27/2017","2348 Topping Ave","Kansas City","MO","64127","20143","Jackson","3","East","South Blue Valley","39.081436","-94.515727","2348 Topping Ave   64127 (39.081436, -94.515727)"
"1240037","06/03/2020","C","06/05/2020","1815 E 82nd St","Kansas City","MO","64132","117240","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.97826","-94.566149","1815 E 82nd St   64132 (38.97826, -94.566149)"
"1148212","10/29/2015","C","02/05/2019","4442 Scarritt Ave","Kansas City","MO","64123","43651","Jackson","4","East","North Indian Mound","39.115048","-94.528286","4442 Scarritt Ave   64123 (39.115048, -94.528286)"
"1147934","10/23/2015","C","05/01/2018","429 Quincy Ave","Kansas City","MO","64124","45007","Jackson","4","East","South Indian Mound","39.107696","-94.522156","429 Quincy Ave   64124 (39.107696, -94.522156)"
"1083958","02/15/2013","C","03/07/2018","2323 QUINCY AVE","Kansas City","MO","64127","20318","Jackson","3","East","East Community Team South","39.082488","-94.523067","2323 QUINCY AVE   64127 (39.082488, -94.523067)"
"1152759","02/29/2016","C","01/17/2017","6036 E 17th St","Kansas City","MO","64126","6619","Jackson","3","East","West Blue Valley","39.090515","-94.51098","6036 E 17th St   64126 (39.090515, -94.51098)"
"1064094","05/10/2012","C","08/07/2015","2625 MONTGALL AVE","Kansas City","MO","64127","16469","Jackson","3","East","Washington Wheatley","39.077936","-94.550956","2625 MONTGALL AVE   64127 (39.077936, -94.550956)"
"1228972","09/20/2019","C","01/12/2021","3802 Indiana Ave","Kansas City","MO","64128","29326","Jackson","3","East","Oak Park Northwest","39.056736","-94.544579","3802 Indiana Ave   64128 (39.056736, -94.544579)"
"1080449","11/27/2012","C","08/31/2016","2324 KENSINGTON AVE","Kansas City","MO","64127","19313","Jackson","3","East","East Community Team South","39.082906","-94.531987","2324 KENSINGTON AVE   64127 (39.082906, -94.531987)"
"1066053","06/01/2012","C","10/09/2014","2709 BENTON BLVD","Kansas City","MO","64128","24611","Jackson","3","East","Santa Fe","39.076582","-94.54854","2709 BENTON BLVD   64128 (39.076582, -94.54854)"
"1102944","11/08/2013","C","09/24/2014","125 TOPPING AVE","Kansas City","MO","64123","46029","Jackson","4","East","South Indian Mound","39.111223","-94.513829","125 TOPPING AVE   64123 (39.111223, -94.513829)"
"1064142","05/10/2012","C","03/27/2014","2434 Wabash Ave","Kansas City","MO","64127","14179","Jackson","3","Central","Wendell Phillips","39.081707","-94.553734","2434 Wabash Ave   64127 (39.081707, -94.553734)"
"1181625","07/11/2017","C","12/17/2018","6703 E 10TH ST","Kansas City","MO","64126","5216","Jackson","4","East","Sheffield","39.099627","-94.503827","6703 E 10TH ST   64126 (39.099627, -94.503827)"
"1049831","09/12/2011","C","07/02/2014","407 N Bellaire Ave","Kansas City","MO","64123","45505","Jackson","4","East","North Indian Mound","39.11629","-94.51232","407 N Bellaire Ave   64123 (39.11629, -94.51232)"
"1100557","09/19/2013","C","10/08/2013","4504 Westridge Rd","Kansas City","MO","64133","48851","Jackson","3","East","Sterling Acres","39.039824","-94.439145","4504 Westridge Rd   64133 (39.039824, -94.439145)"
"1180852","06/28/2017","C","12/19/2017","1209 E 45th St","Kansas City","MO","64110","137926","Jackson","3","Central","Manheim Park","39.045016","-94.570974","1209 E 45th St   64110 (39.045016, -94.570974)"
"1251830","09/15/2021","C","10/26/2021","2210 Indiana Ave","Kansas City","MO","64127","15738","Jackson","3","East","Washington Wheatley","39.084926","-94.543216","2210 Indiana Ave   64127 (39.084926, -94.543216)"
"1078882","10/22/2012","C","03/13/2019","2314 ELMWOOD AVE","Kansas City","MO","64127","19233","Jackson","3","East","East Community Team South","39.082983","-94.529924","2314 ELMWOOD AVE   64127 (39.082983, -94.529924)"
"1055507","01/03/2012","C","12/21/2012","7702 E 111th Ter","Kansas City","MO","64134","72089","Jackson","6","South","Ruskin Heights","38.925484","-94.500701","7702 E 111th Ter   64134 (38.925484, -94.500701)"
"1102945","11/08/2013","C","03/31/2016","501 Oakley Ave","Kansas City","MO","64123","45366","Jackson","4","East","South Indian Mound","39.106845","-94.516336","501 Oakley Ave   64123 (39.106845, -94.516336)"
"1110130","04/23/2014","C","03/07/2017","6900 Walrond Ave","Kansas City","MO","64132","3205","Jackson","5","Metro","Self Help Neighborhood Council","39.001232","-94.550081","6900 Walrond Ave   64132 (39.001232, -94.550081)"
"1169530","11/09/2016","C","08/11/2020","4222 SPRUCE AVE","Kansas City","MO","64130","31722","Jackson","3","East","Vineyard Northwest","39.048782","-94.534578","4222 SPRUCE AVE   64130 (39.048782, -94.534578)"
"1190921","12/22/2017","C","03/22/2018","2131 E 82nd Ter","Kansas City","MO","64132","117268","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.977396","-94.562708","2131 E 82nd Ter   64132 (38.977396, -94.562708)"
"1211350","12/12/2018","C","11/20/2019","3711 N GRAND AVE","Kansas City","MO","64116","85344","Clay","4","North","Briarcliff And Claymont","39.161806","-94.578139","3711 N GRAND AVE   64116 (39.161806, -94.578139)"
"1221259","06/12/2019","C","05/19/2020","8501 Holmes Rd","Kansas City","MO","64131","282550","Jackson","5","Metro","Santa Fe Hills","35.797519","-103.89058","8501 Holmes Rd   64131 (35.797519, -103.89058)"
"1085768","03/22/2013","C","07/25/2013","4318 E Truman Rd","Kansas City","MO","64127","8505","Jackson","3","East","East Community Team North","39.094318","-94.531071","4318 E Truman Rd   64127 (39.094318, -94.531071)"
"1047776","08/19/2011","C","12/06/2016","1625 E 77th Ter","Kansas City","MO","64131","116333","Jackson","5","Metro","East Meyer 6","38.985748","-94.568536","1625 E 77th Ter   64131 (38.985748, -94.568536)"
"1123256","09/24/2014","C","03/21/2017","2536 Monroe Ave","Kansas City","MO","64127","17335","Jackson","3","East","Washington Wheatley","39.078947","-94.540078","2536 Monroe Ave   64127 (39.078947, -94.540078)"
"1087650","04/22/2013","C","10/27/2014","5003 Brooklyn Ave","Kansas City","MO","64130","138912","Jackson","3","Metro","Blue Hills","39.035448","-94.558961","5003 Brooklyn Ave   64130 (39.035448, -94.558961)"
"1185746","09/11/2017","C","01/22/2021","628 EWING AVE","Kansas City","MO","64125","5058","Jackson","4","East","Sheffield","39.103627","-94.503154","628 EWING AVE   64125 (39.103627, -94.503154)"
"1081857","12/31/2012","C","08/12/2013","3920 Woodland Ave","Kansas City","MO","64110","135462","Jackson","3","Central","Ivanhoe Southwest","39.054992","-94.563247","3920 Woodland Ave   64110 (39.054992, -94.563247)"
"1189550","11/27/2017","C","10/22/2018","6626 E 14TH ST","Kansas City","MO","64126","7086","Jackson","3","East","East Blue Valley","39.094874","-94.50423","6626 E 14TH ST   64126 (39.094874, -94.50423)"
"1047246","08/17/2011","C","10/03/2016","3405 MONTGALL AVE","Kansas City","MO","64128","25515","Jackson","3","East","Oak Park Northwest","39.064176","-94.551631","3405 MONTGALL AVE   64128 (39.064176, -94.551631)"
"1175741","04/17/2017","C","03/14/2018","3010 E 31ST ST","Kansas City","MO","64128","24781","Jackson","3","East","Santa Fe","39.069954","-94.547731","3010 E 31ST ST   64128 (39.069954, -94.547731)"
"1081207","12/11/2012","C","10/15/2014","8136 WABASH AVE","Kansas City","MO","64132","117431","Jackson","5","Metro","Marlborough Heights/Marlboroug","38.97855","-94.55933","8136 WABASH AVE   64132 (38.97855, -94.55933)"
"1153752","03/17/2016","C","05/13/2016","2807 Oakley Ave","Kansas City","MO","64128","21570","Jackson","3","East","South Blue Valley","39.074224","-94.517816","2807 Oakley Ave   64128 (39.074224, -94.517816)"
"1131896","03/31/2015","C","01/12/2017","6222 E 13TH ST","Kansas City","MO","64126","6120","Jackson","3","East","East Blue Valley","39.095919","-94.508984","6222 E 13TH ST   64126 (39.095919, -94.508984)"
"1168512","10/24/2016","C","06/13/2017","3605 Beacon Ave","Kansas City","MO","64129","32406","Jackson","3","East","Leeds","39.059262","-94.510418","3605 Beacon Ave   64129 (39.059262, -94.510418)"
"1124893","10/23/2014","C","02/19/2016","4277 E 61ST ST","Kansas City","MO","64130","400","Jackson","5","Metro","Swope Parkway-Elmwood","39.014288","-94.534085","4277 E 61ST ST   64130 (39.014288, -94.534085)"
"1047840","08/19/2011","C","10/04/2013","2823 OAKLEY AVE","Kansas City","MO","64128","21617","Jackson","3","East","South Blue Valley","39.073552","-94.517854","2823 OAKLEY AVE   64128 (39.073552, -94.517854)"
"1047227","08/17/2011","C","07/25/2013","2212 E 41st St","Kansas City","MO","64130","136426","Jackson","3","Central","Ivanhoe Southeast","39.052201","-94.557753","2212 E 41st St   64130 (39.052201, -94.557753)"
"1103388","11/20/2013","C","03/13/2019","6305 BLUE PKWY","Kansas City","MO","64129","54482","Jackson","5","Metro","Brown Estates","39.030826","-94.51202","6305 BLUE PKWY   64129 (39.030826, -94.51202)"
"1108409","03/25/2014","C","05/02/2014","4901 SOUTH BENTON AVE","Kansas City","MO","64130","35096","Jackson","3","Metro","North Town Fork Creek","39.0371","-94.550824","4901 SOUTH BENTON AVE   64130 (39.0371, -94.550824)"
"1175808","04/18/2017","C","02/01/2019","2718 Olive St","Kansas City","MO","64109","26638","Jackson","3","Central","Key Coalition","39.076441","-94.55515","2718 Olive St   64109 (39.076441, -94.55515)"
"1149223","11/23/2015","C","02/01/2019","7604 E 48th Ter","Kansas City","MO","64129","50539","Jackson","3","East","Eastwood Hills East","39.03676","-94.496419","7604 E 48th Ter   64129 (39.03676, -94.496419)"
"1229081","09/23/2019","C","01/22/2020","5144 Garfield Ave","Kansas City","MO","64130","145603","Jackson","5","Metro","Blue Hills","39.032334","-94.560993","5144 Garfield Ave   64130 (39.032334, -94.560993)"
"1129071","02/09/2015","C","02/26/2015","2605 Brighton Ave","Kansas City","MO","64127","20478","Jackson","3","East","East Community Team South","39.077726","-94.52447","2605 Brighton Ave   64127 (39.077726, -94.52447)"
"1188278","10/23/2017","C","12/04/2017","5613 BONITA AVE","Kansas City","MO","64128","21620","Jackson","3","East","South Blue Valley","39.073591","-94.517499","5613 BONITA AVE   64128 (39.073591, -94.517499)"
"1074601","09/05/2012","C","07/26/2013","4329 FLORA AVE","Kansas City","MO","64110","137525","Jackson","3","Central","Ivanhoe Southwest","39.047515","-94.566459","4329 FLORA AVE   64110 (39.047515, -94.566459)"
"1124621","10/20/2014","C","07/16/2018","4001 Norton Ave","Kansas City","MO","64130","30438","Jackson","3","East","Vineyard Northwest","39.052932","-94.536097","4001 Norton Ave   64130 (39.052932, -94.536097)"
"1062269","04/20/2012","C","09/12/2013","714 N PROSPECT AVE","Kansas City","MO","64120","227982","Jackson","4","East","Northeast Industrial District","39.121225","-94.550544","714 N PROSPECT AVE   64120 (39.121225, -94.550544)"
"1001779","01/11/2010","C","04/07/2014","2622 EUCLID AVE","Kansas City","MO","64127","14553","Jackson","3","Central","Wendell Phillips","39.078289","-94.559707","2622 EUCLID AVE   64127 (39.078289, -94.559707)"
"1209938","11/02/2018","C","12/12/2018","1829 E 48th St","Kansas City","MO","64130","138578","Jackson","3","Metro","Blue Hills","39.039062","-94.562348","1829 E 48th St   64130 (39.039062, -94.562348)"
"1102993","11/12/2013","C","11/15/2016","7345 Lydia Ave","Kansas City","MO","64131","114963","Jackson","5","Metro","East Meyer 6","38.993351","-94.570625","7345 Lydia Ave   64131 (38.993351, -94.570625)"
"1048472","08/24/2011","C","11/13/2012","3304 Moulton Ave","Kansas City","MO","64127","16089","Jackson","3","East","Washington Wheatley","39.081287","-94.544153","3304 Moulton Ave   64127 (39.081287, -94.544153)"
"1083110","01/31/2013","C","05/17/2013","3311 College Ave","Kansas City","MO","64128","25543","Jackson","3","East","Oak Park Northwest","39.065528","-94.544672","3311 College Ave   64128 (39.065528, -94.544672)"
"1047667","08/18/2011","C","09/05/2013","3710 Fuller Ave","Kansas City","MO","64129","32602","Jackson","3","East","Leeds","39.057104","-94.508881","3710 Fuller Ave   64129 (39.057104, -94.508881)"
"1166871","09/23/2016","C","12/06/2017","1706 CYPRESS AVE","Kansas City","MO","64127","18453","Jackson","3","East","East Community Team North","39.090456","-94.53045","1706 CYPRESS AVE   64127 (39.090456, -94.53045)"
"1213471","02/07/2019","C","03/13/2019","2823 Topping Ave","Kansas City","MO","64129","21251","Jackson","3","East","South Blue Valley","39.073457","-94.515434","2823 Topping Ave   64129 (39.073457, -94.515434)"
