"Case Number","Case Date","Status","Completion Date","Address","City","State","Zip Code","City PIN","County","Council District","Police District","Neighborhood","Latitude","Longitude","Mapping Location"
"1088880","05/08/2013","C","12/03/2013","7600 E 103RD TER","Kansas City","MO","64134","70554","Jackson","6","South","Hickman Mills South","35.797519","-103.89058","7600 E 103RD TER   64134 (35.797519, -103.89058)"
"1099467","09/03/2013","C","04/02/2018","5405 Wabash Ave","Kansas City","MO","64130","145956","Jackson","5","Metro","Blue Hills","39.028138","-94.555901","5405 Wabash Ave   64130 (39.028138, -94.555901)"
"1047332","08/17/2011","C","11/17/2014","4244 E 54th St","Kansas City","MO","64130","37793","Jackson","5","Metro","Swope Parkway-Elmwood","39.027844","-94.534516","4244 E 54th St   64130 (39.027844, -94.534516)"
"1048493","08/24/2011","C","01/14/2014","2921 Flora Ave","Kansas City","MO","64109","27432","Jackson","3","Central","Mount Hope","39.07307","-94.565107","2921 Flora Ave   64109 (39.07307, -94.565107)"
"1204522","08/06/2018","C","08/25/2020","5602 E 16th St","Kansas City","MO","64127","9304","Jackson","3","East","West Blue Valley","39.092995","-94.516933","5602 E 16th St   64127 (39.092995, -94.516933)"
"1166895","09/23/2016","C","08/16/2017","3300 E 68th St","Kansas City","MO","64132","2687","Jackson","5","Metro","Self Help Neighborhood Council","39.003317","-94.548323","3300 E 68th St   64132 (39.003317, -94.548323)"
"1057677","02/21/2012","C","02/11/2015","4504 CYPRESS AVE","Kansas City","MO","64130","33101","Jackson","3","East","Vineyard","39.043599","-94.532607","4504 CYPRESS AVE   64130 (39.043599, -94.532607)"
"1171113","01/03/2017","C","06/07/2017","4009 Euclid Ave","Kansas City","MO","64130","136675","Jackson","3","Central","Ivanhoe Southeast","39.053362","-94.560321","4009 Euclid Ave   64130 (39.053362, -94.560321)"
"1077863","10/03/2012","C","01/14/2014","4335 Tracy Ave","Kansas City","MO","64110","137854","Jackson","3","Central","Manheim Park","39.047505","-94.569745","4335 Tracy Ave   64110 (39.047505, -94.569745)"
"1138453","06/23/2015","C","05/07/2021","3727 NE 35th St","Kansas City","MO","64117","78575","Clay","1","Shoal Creek","Cooley Highlands S","39.157813","-94.536097","3727 NE 35th St   64117 (39.157813, -94.536097)"
"1115820","06/19/2014","C","03/24/2016","626 CLEVELAND AVE","Kansas City","MO","64124","9655","Jackson","3","East","Lykins","39.104628","-94.537575","626 CLEVELAND AVE   64124 (39.104628, -94.537575)"
"1048142","08/22/2011","C","05/24/2013","4042 GARFIELD AVE","Kansas City","MO","64130","136692","Jackson","3","Central","Ivanhoe Southeast","39.052355","-94.55989","4042 GARFIELD AVE   64130 (39.052355, -94.55989)"
"1062268","04/20/2012","C","09/12/2013","712 N PROSPECT AVE","Kansas City","MO","64120","227982","Jackson","4","East","Northeast Industrial District","39.121225","-94.550544","712 N PROSPECT AVE   64120 (39.121225, -94.550544)"
"1070738","08/09/2012","C","11/13/2012","2340 Madison Ave","Kansas City","MO","64108","124399","Jackson","4","Central","Westside South","39.084614","-94.594987","2340 Madison Ave   64108 (39.084614, -94.594987)"
"1248028","11/06/2020","C","03/29/2021","1102 Agnes Ave","Kansas City","MO","64127","10745","Jackson","3","East","Independence Plaza","39.100303","-94.54733","1102 Agnes Ave   64127 (39.100303, -94.54733)"
"1079174","10/29/2012","C","03/01/2016","517 W 43RD ST","Kansas City","MO","64111","140495","Jackson","4","Central","Plaza Westport","39.049304","-94.592851","517 W 43RD ST   64111 (39.049304, -94.592851)"
"1047337","08/17/2011","C","10/31/2018","5636 AGNES AVE","Kansas City","MO","64130","36546","Jackson","5","Metro","North Town Fork Creek","39.023203","-94.551546","5636 AGNES AVE   64130 (39.023203, -94.551546)"
"1168882","10/27/2016","C","05/03/2017","2701 E 35th St","Kansas City","MO","64128","28611","Jackson","3","East","Oak Park Northwest","39.062332","-94.55189","2701 E 35th St   64128 (39.062332, -94.55189)"
"1201606","06/25/2018","C","02/20/2020","6420 E 16th St","Kansas City","MO","64126","6691","Jackson","3","East","East Blue Valley","39.092211","-94.507135","6420 E 16th St   64126 (39.092211, -94.507135)"
"1058553","03/07/2012","C","04/26/2013","5708 MYRTLE AVE","Kansas City","MO","64130","37247","Jackson","5","Metro","Swope Parkway-Elmwood","39.021969","-94.539597","5708 MYRTLE AVE   64130 (39.021969, -94.539597)"
"1059100","03/15/2012","C","10/17/2013","3446 WAYNE AVE","Kansas City","MO","64109","126037","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.06316","-94.565026","3446 WAYNE AVE   64109 (39.06316, -94.565026)"
"1108874","04/01/2014","C","04/01/2014","8549 N Green Hills Rd","Kansas City","MO","64154","160954","Platte","2","North","Coves North","39.249139","-94.629755","8549 N Green Hills Rd   64154 (39.249139, -94.629755)"
"1131571","03/25/2015","C","07/08/2016","3519 Bellefontaine Ave","Kansas City","MO","64128","28397","Jackson","3","East","Oak Park Northwest","39.061732","-94.547241","3519 Bellefontaine Ave   64128 (39.061732, -94.547241)"
"1114433","06/05/2014","C","06/24/2014","9115 TENNESSEE DR","Kansas City","MO","64138","68110","Jackson","5","South","White Oak","38.957703","-94.479976","9115 TENNESSEE DR   64138 (38.957703, -94.479976)"
"1047572","08/18/2011","C","03/29/2018","3523 E 58TH TER","Kansas City","MO","64130","37136","Jackson","5","Metro","North Town Fork Creek","39.019653","-94.544341","3523 E 58TH TER   64130 (39.019653, -94.544341)"
"1166905","09/23/2016","C","05/22/2017","3620 FLORA AVE","Kansas City","MO","64109","134608","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.060435","-94.566354","3620 FLORA AVE   64109 (39.060435, -94.566354)"
"1048404","08/24/2011","C","06/26/2017","2941 Park Ave","Kansas City","MO","64109","27009","Jackson","3","Central","Key Coalition","39.0721","-94.555882","2941 Park Ave   64109 (39.0721, -94.555882)"
"1048829","08/29/2011","C","12/15/2014","1204 E 84th Ter","Kansas City","MO","64131","122376","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.974434","-94.574977","1204 E 84th Ter   64131 (38.974434, -94.574977)"
"1166901","09/23/2016","C","01/22/2018","3515 E 58TH TER","Kansas City","MO","64130","37137","Jackson","5","Metro","North Town Fork Creek","39.01966","-94.544517","3515 E 58TH TER   64130 (39.01966, -94.544517)"
"1145381","09/11/2015","C","01/14/2016","7020 COLLEGE AVE","Kansas City","MO","64132","3176","Jackson","5","Metro","Self Help Neighborhood Council","38.998663","-94.549041","7020 COLLEGE AVE   64132 (38.998663, -94.549041)"
"1132209","04/06/2015","C","04/26/2018","2015 CYPRESS AVE","Kansas City","MO","64127","18583","Jackson","3","East","East Community Team North","39.086631","-94.530106","2015 CYPRESS AVE   64127 (39.086631, -94.530106)"
"1127256","12/18/2014","C","07/20/2018","5921 Wabash Ave","Kansas City","MO","64130","104438","Jackson","5","Metro","Blue Hills","39.018501","-94.556626","5921 Wabash Ave   64130 (39.018501, -94.556626)"
"1233012","12/17/2019","C","02/01/2021","645 Brighton Ave","Kansas City","MO","64124","7582","Jackson","3","East","Lykins","39.103716","-94.523207","645 Brighton Ave   64124 (39.103716, -94.523207)"
"1095978","07/16/2013","C","07/17/2013","6815 Wilson Ave","Kansas City","MO","64125","208639","Jackson","4","East","Sheffield","39.107501","-94.501938","6815 Wilson Ave   64125 (39.107501, -94.501938)"
"1209456","10/24/2018","C","11/21/2018","4436 E 10th St","Kansas City","MO","64127","8320","Jackson","3","East","Lykins","39.101135","-94.52858","4436 E 10th St   64127 (39.101135, -94.52858)"
"1126420","11/25/2014","C","12/15/2014","5008 SOUTH BENTON AVE","Kansas City","MO","64130","35173","Jackson","3","Metro","North Town Fork Creek","39.035013","-94.551524","5008 SOUTH BENTON AVE   64130 (39.035013, -94.551524)"
"1176844","05/02/2017","C","12/04/2017","2702 Troost Ave","Kansas City","MO","64109","126861","Jackson","3","Central","Longfellow","39.077529","-94.571391","2702 Troost Ave   64109 (39.077529, -94.571391)"
"1078096","10/08/2012","C","12/08/2014","2949 Highland Ave","Kansas City","MO","64109","27381","Jackson","3","Central","Mount Hope","39.072144","-94.562828","2949 Highland Ave   64109 (39.072144, -94.562828)"
"1073967","08/27/2012","C","04/25/2013","5011 SOUTH BENTON AVE","Kansas City","MO","64130","35166","Jackson","3","Metro","North Town Fork Creek","39.03499","-94.55086","5011 SOUTH BENTON AVE   64130 (39.03499, -94.55086)"
"1208813","10/10/2018","C","11/14/2018","4111 E 8th St","Kansas City","MO","64124","9596","Jackson","3","East","Lykins","39.102629","-94.53391","4111 E 8th St   64124 (39.102629, -94.53391)"
"1048979","08/30/2011","C","04/27/2018","3400 Jackson Ave","Kansas City","MO","64128","26297","Jackson","3","East","Palestine East","39.063762","-94.53506","3400 Jackson Ave   64128 (39.063762, -94.53506)"
"1047899","08/19/2011","C","08/09/2017","3008 Cherry St","Kansas City","MO","64108","127074","Jackson","4","Central","Longfellow","39.072134","-94.578005","3008 Cherry St   64108 (39.072134, -94.578005)"
"1064134","05/10/2012","C","04/15/2014","2804 PARK AVE","Kansas City","MO","64109","26508","Jackson","3","Central","Key Coalition","39.075149","-94.556368","2804 PARK AVE   64109 (39.075149, -94.556368)"
"1148806","11/12/2015","C","08/01/2018","4409 E 9th St","Kansas City","MO","64127","8297","Jackson","3","East","Lykins","39.101564","-94.52983","4409 E 9th St   64127 (39.101564, -94.52983)"
"1057963","02/27/2012","C","10/28/2014","4937 E 20th St","Kansas City","MO","64127","18713","Jackson","3","East","East Community Team North","39.08684","-94.524667","4937 E 20th St   64127 (39.08684, -94.524667)"
"1092268","06/06/2013","C","03/21/2017","4003 E 39TH ST","Kansas City","MO","64130","30362","Jackson","3","East","Vineyard Northwest","39.054649","-94.537231","4003 E 39TH ST   64130 (39.054649, -94.537231)"
"1154179","03/25/2016","C","01/12/2017","3128 Cleveland Ave","Kansas City","MO","64128","25956","Jackson","3","East","Ingleside","39.06823","-94.539506","3128 Cleveland Ave   64128 (39.06823, -94.539506)"
"1047205","08/17/2011","C","12/03/2013","4934 CHESTNUT AVE","Kansas City","MO","64130","35140","Jackson","5","Metro","North Town Fork Creek","39.036003","-94.552635","4934 CHESTNUT AVE   64130 (39.036003, -94.552635)"
"1049009","08/30/2011","C","05/15/2018","3618 COLLEGE AVE","Kansas City","MO","64128","28480","Jackson","3","East","Oak Park Northwest","39.059884","-94.545587","3618 COLLEGE AVE   64128 (39.059884, -94.545587)"
"1101940","10/16/2013","C","01/13/2014","4903 MONTGALL AVE","Kansas City","MO","64130","35149","Jackson","3","Metro","North Town Fork Creek","39.037077","-94.553135","4903 MONTGALL AVE   64130 (39.037077, -94.553135)"
"1071467","08/13/2012","C","04/11/2014","3035 MERSINGTON AVE","Kansas City","MO","64128","24125","Jackson","3","East","Ingleside","39.070002","-94.53752","3035 MERSINGTON AVE   64128 (39.070002, -94.53752)"
"1154456","03/31/2016","C","02/24/2017","4320 Montgall Ave","Kansas City","MO","64130","34561","Jackson","3","East","Oak Park Southwest","39.047486","-94.553175","4320 Montgall Ave   64130 (39.047486, -94.553175)"
"1069943","07/30/2012","C","08/12/2013","3812 BALES AVE","Kansas City","MO","64128","28019","Jackson","3","East","Palestine West And Oak Park No","39.056232","-94.54349","3812 BALES AVE   64128 (39.056232, -94.54349)"
"1047367","08/17/2011","C","10/09/2018","4732 E 44TH ST","Kansas City","MO","64130","32808","Jackson","3","East","Vineyard","39.045002","-94.527604","4732 E 44TH ST   64130 (39.045002, -94.527604)"
"1073971","08/27/2012","C","05/24/2013","4333 VIRGINIA AVE","Kansas City","MO","64110","137825","Jackson","3","Central","Manheim Park","39.047517","-94.568695","4333 VIRGINIA AVE   64110 (39.047517, -94.568695)"
"1199471","05/30/2018","C","10/24/2019","321 Bellaire Ave","Kansas City","MO","64123","46169","Jackson","4","East","South Indian Mound","39.109582","-94.513004","321 Bellaire Ave   64123 (39.109582, -94.513004)"
"1120244","08/13/2014","C","02/10/2016","3115 E 80TH ST","Kansas City","MO","64132","4804","Jackson","5","Metro","Marlborough East","38.981235","-94.551006","3115 E 80TH ST   64132 (38.981235, -94.551006)"
"1056901","02/01/2012","C","08/04/2014","1532 LISTER AVE","Kansas City","MO","64127","8669","Jackson","3","East","East Community Team North","39.09291","-94.527086","1532 LISTER AVE   64127 (39.09291, -94.527086)"
"1222690","07/01/2019","C","01/12/2021","3211 Montgall Ave","Kansas City","MO","64128","25225","Jackson","3","East","Oak Park Northwest","39.06744","-94.551474","3211 Montgall Ave   64128 (39.06744, -94.551474)"
"1101939","10/16/2013","C","10/27/2014","4523 Forest Ave","Kansas City","MO","64110","137935","Jackson","3","Central","Manheim Park","39.044337","-94.571188","4523 Forest Ave   64110 (39.044337, -94.571188)"
"1048297","08/23/2011","C","08/01/2018","2906 E 21ST ST","Kansas City","MO","64127","15619","Jackson","3","East","Washington Wheatley","39.086789","-94.548046","2906 E 21ST ST   64127 (39.086789, -94.548046)"
"1061910","04/17/2012","C","11/17/2014","5625 E 36TH TER","Kansas City","MO","64128","30929","Jackson","3","East","Dunbar","39.058605","-94.516981","5625 E 36TH TER   64128 (39.058605, -94.516981)"
"1194297","03/19/2018","C","09/09/2019","4500 Paseo","Kansas City","MO","64110","137996","Jackson","3","Central","Manheim Park","39.04499","-94.568479","4500 Paseo   64110 (39.04499, -94.568479)"
"1048477","08/24/2011","C","10/05/2016","2219 MONTGALL AVE","Kansas City","MO","64127","15552","Jackson","3","East","Washington Wheatley","39.084742","-94.550654","2219 MONTGALL AVE   64127 (39.084742, -94.550654)"
"1047302","08/17/2011","C","02/19/2016","3406 Chestnut Ave","Kansas City","MO","64128","25385","Jackson","3","East","Oak Park Northwest","39.064041","-94.551154","3406 Chestnut Ave   64128 (39.064041, -94.551154)"
"1047304","08/17/2011","C","04/01/2015","5407 Smart Ave","Kansas City","MO","64123","45214","Jackson","4","East","South Indian Mound","39.108614","-94.518531","5407 Smart Ave   64123 (39.108614, -94.518531)"
"1110702","05/02/2014","C","06/10/2014","3414 ASKEW AVE","Kansas City","MO","64128","26039","Jackson","3","East","Palestine West And Oak Park No","39.063574","-94.542007","3414 ASKEW AVE   64128 (39.063574, -94.542007)"
"1195084","04/02/2018","C","02/19/2019","6910 Indiana Ave","Kansas City","MO","64132","3110","Jackson","5","Metro","Self Help Neighborhood Council","39.000802","-94.547784","6910 Indiana Ave   64132 (39.000802, -94.547784)"
"1122740","09/16/2014","C","08/11/2015","3015 WABASH AVE","Kansas City","MO","64128","26934","Jackson","3","East","Key Coalition","39.071122","-94.553621","3015 WABASH AVE   64128 (39.071122, -94.553621)"
"1047473","08/18/2011","C","11/13/2014","1819 E 82ND TER","Kansas City","MO","64132","117288","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.977552","-94.566289","1819 E 82ND TER   64132 (38.977552, -94.566289)"
"1068206","07/02/2012","C","09/05/2018","1322 E 12TH ST","Kansas City","MO","64106","12068","Jackson","3","Central","Paseo West","39.099574","-94.565932","1322 E 12TH ST   64106 (39.099574, -94.565932)"
"1148935","11/16/2015","C","07/26/2017","2816 Wabash Ave","Kansas City","MO","64109","26464","Jackson","3","Central","Key Coalition","39.074687","-94.554076","2816 Wabash Ave   64109 (39.074687, -94.554076)"
"1226861","08/22/2019","C","05/18/2020","1228 Agnes Ave","Kansas City","MO","64127","11211","Jackson","3","East","Independence Plaza","39.097537","-94.547477","1228 Agnes Ave   64127 (39.097537, -94.547477)"
"1096440","07/20/2013","C","08/01/2017","4643 SOUTH BENTON AVE","Kansas City","MO","64130","34733","Jackson","3","East","Oak Park Southwest","39.04109","-94.550832","4643 SOUTH BENTON AVE   64130 (39.04109, -94.550832)"
"1152741","02/29/2016","C","11/04/2016","8810 E 9TH ST","Kansas City","MO","64125","47084","Jackson","4","East","North Blue Ridge","39.100117","-94.478363","8810 E 9TH ST   64125 (39.100117, -94.478363)"
"1211992","12/31/2018","C","01/20/2021","3515 Euclid Ave","Kansas City","MO","64109","133999","Jackson","3","Central","Ivanhoe Northeast","39.062272","-94.559826","3515 Euclid Ave   64109 (39.062272, -94.559826)"
"1128199","01/20/2015","C","02/01/2019","8117 E 55th St","Kansas City","MO","64129","51612","Jackson","5","Metro","Coachlight Square","39.023844","-94.490903","8117 E 55th St   64129 (39.023844, -94.490903)"
"1078095","10/08/2012","C","01/14/2014","2945 Highland Ave","Kansas City","MO","64109","281863","Jackson","3","Central","Mount Hope","39.072293","-94.56282","2945 Highland Ave   64109 (39.072293, -94.56282)"
"1146548","09/29/2015","C","03/10/2016","2209 BRIGHTON AVE","Kansas City","MO","64127","17922","Jackson","3","East","East Community Team North","39.084838","-94.524116","2209 BRIGHTON AVE   64127 (39.084838, -94.524116)"
"1064120","05/10/2012","C","04/15/2014","2542 OLIVE ST","Kansas City","MO","64127","14601","Jackson","3","Central","Wendell Phillips","39.079286","-94.555021","2542 OLIVE ST   64127 (39.079286, -94.555021)"
"1077310","09/25/2012","C","06/14/2013","1942 E 82nd Ter","Kansas City","MO","64132","117255","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.97791","-94.565021","1942 E 82nd Ter   64132 (38.97791, -94.565021)"
"1069653","07/25/2012","C","08/02/2013","4926 Michigan Ave","Kansas City","MO","64130","138727","Jackson","3","Metro","Blue Hills","39.036693","-94.563078","4926 Michigan Ave   64130 (39.036693, -94.563078)"
"1154221","03/28/2016","C","12/08/2017","5217 Wabash Ave","Kansas City","MO","64130","145285","Jackson","5","Metro","Blue Hills","39.030982","-94.555744","5217 Wabash Ave   64130 (39.030982, -94.555744)"
"1070100","07/31/2012","C","06/27/2019","2630 Bellefontaine Ave","Kansas City","MO","64127","16746","Jackson","3","East","Washington Wheatley","39.077635","-94.546889","2630 Bellefontaine Ave   64127 (39.077635, -94.546889)"
"1047600","08/18/2011","C","12/28/2016","2915 E 61st St","Kansas City","MO","64130","1156","Jackson","5","Metro","South Town Fork Creek","39.015461","-94.551627","2915 E 61st St   64130 (39.015461, -94.551627)"
"1098126","08/12/2013","C","09/19/2013","5337 Park Ave","Kansas City","MO","64130","145921","Jackson","5","Metro","Blue Hills","39.028893","-94.558183","5337 Park Ave   64130 (39.028893, -94.558183)"
"1155484","04/20/2016","C","02/01/2019","2440 Poplar Ave","Kansas City","MO","64127","19201","Jackson","3","East","East Community Team South","39.080498","-94.525939","2440 Poplar Ave   64127 (39.080498, -94.525939)"
"1058557","03/07/2012","C","04/01/2015","5140 RINKER RD","Kansas City","MO","64129","51165","Jackson","3","Metro","Eastwood Hills East","39.028188","-94.488122","5140 RINKER RD   64129 (39.028188, -94.488122)"
"1152775","02/29/2016","C","05/15/2018","2014 Agnes Ave","Kansas City","MO","64127","15592","Jackson","3","East","Washington Wheatley","39.087521","-94.547654","2014 Agnes Ave   64127 (39.087521, -94.547654)"
"1047622","08/18/2011","C","07/11/2017","2632 BRIGHTON AVE","Kansas City","MO","64127","19946","Jackson","3","East","East Community Team South","39.076881","-94.525338","2632 BRIGHTON AVE   64127 (39.076881, -94.525338)"
"1229078","09/23/2019","C","11/14/2019","2720 Grove St","Kansas City","MO","64109","27196","Jackson","3","Central","Beacon Hills","39.076673","-94.566862","2720 Grove St   64109 (39.076673, -94.566862)"
"1212210","01/07/2019","C","03/13/2019","2326 Elmwood Ave","Kansas City","MO","64127","19237","Jackson","3","East","East Community Team South","39.082558","-94.529946","2326 Elmwood Ave   64127 (39.082558, -94.529946)"
"1054253","11/30/2011","C","04/27/2018","6023 e 16th st","Kansas City","MO",,"6598",,"3","East","West Blue Valley","39.091827","-94.511531","6023 e 16th st    (39.091827, -94.511531)"
"1170688","12/19/2016","C","09/10/2018","1230 Benton Blvd","Kansas City","MO","64127","11031","Jackson","3","East","Independence Plaza","39.097408","-94.544912","1230 Benton Blvd   64127 (39.097408, -94.544912)"
"1216839","04/18/2019","C","07/17/2019","6330 NW Prairie View Rd","Kansas City","MO","64151","166068","Platte","2","North","Parkdale And Walden","39.208335","-94.638188","6330 NW Prairie View Rd   64151 (39.208335, -94.638188)"
"1186654","09/21/2017","C","12/07/2017","7000 NE Barry Rd","Kansas City","MO","64156","224988","Clay","1","Shoal Creek","Shoal Creek","39.249287","-94.497855","7000 NE Barry Rd   64156 (39.249287, -94.497855)"
"1069658","07/25/2012","C","11/06/2017","4609 E 18TH ST","Kansas City","MO","64127","18203","Jackson","3","East","East Community Team North","39.089798","-94.528473","4609 E 18TH ST   64127 (39.089798, -94.528473)"
"1055897","01/10/2012","C","10/04/2013","540 Donnelly Ave","Kansas City","MO","64125","46854","Jackson","4","East","North Blue Ridge","39.104068","-94.484844","540 Donnelly Ave   64125 (39.104068, -94.484844)"
"1129037","02/06/2015","C","05/24/2016","431 WALLACE AVE","Kansas City","MO","64125","46811","Jackson","4","East","North Blue Ridge","39.108068","-94.482847","431 WALLACE AVE   64125 (39.108068, -94.482847)"
"1086521","04/04/2013","C","02/03/2016","6342 E 11th St","Kansas City","MO","64126","5886","Jackson","4","East","Sheffield","39.099536","-94.507874","6342 E 11th St   64126 (39.099536, -94.507874)"
"1137177","06/09/2015","C","06/29/2015","2700 E 27TH ST","Kansas City","MO","64127","16462","Jackson","3","East","Washington Wheatley","39.077219","-94.551158","2700 E 27TH ST   64127 (39.077219, -94.551158)"
"1097604","08/05/2013","C","02/20/2020","4033 BELLEFONTAINE AVE","Kansas City","MO","64130","29569","Jackson","3","East","Oak Park Southwest","39.052245","-94.547741","4033 BELLEFONTAINE AVE   64130 (39.052245, -94.547741)"
"1051681","10/10/2011","C","06/27/2013","3911 Olive St","Kansas City","MO","64130","136347","Jackson","3","Central","Ivanhoe Southeast","39.055072","-94.555619","3911 Olive St   64130 (39.055072, -94.555619)"
"1129447","02/17/2015","C","08/08/2019","2325 Poplar Ave","Kansas City","MO","64127","18982","Jackson","3","East","East Community Team South","39.082665","-94.52512","2325 Poplar Ave   64127 (39.082665, -94.52512)"
"1078093","10/08/2012","C","12/18/2013","2943 Highland Ave","Kansas City","MO","64109","27379","Jackson","3","Central","Mount Hope","39.072341","-94.562817","2943 Highland Ave   64109 (39.072341, -94.562817)"
"1161896","07/14/2016","C","04/29/2019","2114 E 39TH ST","Kansas City","MO","64109","134152","Jackson","3","Central","Ivanhoe Northeast","39.055784","-94.559371","2114 E 39TH ST   64109 (39.055784, -94.559371)"
"1079220","10/29/2012","C","05/28/2014","7708 E 103RD TER","Kansas City","MO","64134","70559","Jackson","6","South","Hickman Mills South","38.937279","-94.4998","7708 E 103RD TER   64134 (38.937279, -94.4998)"
"1167643","10/06/2016","C","02/15/2017","3812 FLORA AVE","Kansas City","MO","64109","135012","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.056563","-94.566544","3812 FLORA AVE   64109 (39.056563, -94.566544)"
"1150867","01/13/2016","C","09/05/2017","5812 Peery Ave","Kansas City","MO","64126","5687","Jackson","4","East","Sheffield","39.098776","-94.513801","5812 Peery Ave   64126 (39.098776, -94.513801)"
"1129074","02/09/2015","C","03/02/2016","3317 MONTGALL AVE","Kansas City","MO","64128","25402","Jackson","3","East","Oak Park Northwest","39.065537","-94.551566","3317 MONTGALL AVE   64128 (39.065537, -94.551566)"
"1211224","12/10/2018","C","12/21/2018","1534 Spruce Ave","Kansas City","MO","64127","8514","Jackson","3","East","East Community Team North","39.092784","-94.532503","1534 Spruce Ave   64127 (39.092784, -94.532503)"
"1207811","09/21/2018","C","01/22/2021","2750 Indiana Ave","Kansas City","MO","64128","24410","Jackson","3","East","Santa Fe","39.075012","-94.543744","2750 Indiana Ave   64128 (39.075012, -94.543744)"
"1047135","08/17/2011","C","08/28/2014","3002 SPRUCE AVE","Kansas City","MO","64128","22513","Jackson","3","East","Knoches Park","39.070886","-94.533519","3002 SPRUCE AVE   64128 (39.070886, -94.533519)"
"1166874","09/23/2016","C","10/09/2018","2449 CYPRESS AVE","Kansas City","MO","64127","19382","Jackson","3","East","East Community Team South","39.080523","-94.530479","2449 CYPRESS AVE   64127 (39.080523, -94.530479)"
"1053239","11/07/2011","C","05/17/2012","4328 KENSINGTON AVE","Kansas City","MO","64130","33011","Jackson","3","East","Vineyard Northwest","39.046465","-94.533605","4328 KENSINGTON AVE   64130 (39.046465, -94.533605)"
"1142274","08/06/2015","C","02/19/2019","3528 Michigan Ave","Kansas City","MO","64109","133943","Jackson","3","Central","Linwood Homeowners-Ivanhoe","39.061721","-94.561692","3528 Michigan Ave   64109 (39.061721, -94.561692)"
"1203428","07/20/2018","C","01/29/2020","5821 LAWN AVE","Kansas City","MO","64130","38084","Jackson","5","Metro","Swope Parkway-Elmwood","39.019354","-94.531197","5821 LAWN AVE   64130 (39.019354, -94.531197)"
"1080994","12/06/2012","C","12/20/2012","3014 FARLEY AVE","Kansas City","MO","64129","47528","Jackson","3","East","Western Blue Township","39.067975","-94.478316","3014 FARLEY AVE   64129 (39.067975, -94.478316)"
"1122025","09/05/2014","C","01/17/2017","8300 E 110th Ter","Kansas City","MO","64134","71415","Jackson","6","South","Ruskin Hills","38.923482","-94.495138","8300 E 110th Ter   64134 (38.923482, -94.495138)"
"1047952","08/19/2011","C","12/12/2014","1316 E 33RD ST","Kansas City","MO","64109","125704","Jackson","3","Central","Center City","39.067023","-94.568474","1316 E 33RD ST   64109 (39.067023, -94.568474)"
"1130369","03/09/2015","C","11/06/2017","715 Spruce Ave","Kansas City","MO","64124","8153","Jackson","3","East","Lykins","39.103663","-94.531282","715 Spruce Ave   64124 (39.103663, -94.531282)"
"1068794","07/10/2012","C","05/24/2013","4946 Michigan Ave","Kansas City","MO","64130","138796","Jackson","3","Metro","Blue Hills","39.036029","-94.563115","4946 Michigan Ave   64130 (39.036029, -94.563115)"
"1166967","09/26/2016","C","04/02/2018","5602 Olive St","Kansas City","MO","64130","147622","Jackson","5","Metro","Blue Hills","39.024618","-94.557961","5602 Olive St   64130 (39.024618, -94.557961)"
"1047841","08/19/2011","C","03/13/2018","3426 COLLEGE AVE","Kansas City","MO","64128","25730","Jackson","3","East","Oak Park Northwest","39.063213","-94.545418","3426 COLLEGE AVE   64128 (39.063213, -94.545418)"
"1169918","11/22/2016","C","01/20/2017","5637 BONITA AVE","Kansas City","MO","64128","21626","Jackson","3","East","South Blue Valley","39.073556","-94.516369","5637 BONITA AVE   64128 (39.073556, -94.516369)"
"1145011","09/08/2015","C","03/07/2017","4510 E 25TH ST","Kansas City","MO","64127","19416","Jackson","3","East","East Community Team South","39.080176","-94.530196","4510 E 25TH ST   64127 (39.080176, -94.530196)"
"1175732","04/17/2017","C","03/26/2018","2017 CHELSEA AVE","Kansas City","MO","64127","18828","Jackson","3","East","East Community Team North","39.086452","-94.526148","2017 CHELSEA AVE   64127 (39.086452, -94.526148)"
"1154463","03/31/2016","C","07/18/2017","2910 E 59th St","Kansas City","MO","64130","36722","Jackson","5","Metro","North Town Fork Creek","39.019425","-94.551863","2910 E 59th St   64130 (39.019425, -94.551863)"
"1058126","02/28/2012","C","06/24/2013","4934 EUCLID AVE","Kansas City","MO","64130","138769","Jackson","3","Metro","Blue Hills","39.036379","-94.561932","4934 EUCLID AVE   64130 (39.036379, -94.561932)"
"1192989","02/21/2018","C","05/03/2018","2718 Grove St","Kansas City","MO","64109","27194","Jackson","3","Central","Beacon Hills","39.076792","-94.566821","2718 Grove St   64109 (39.076792, -94.566821)"
"1075121","09/12/2012","C","03/20/2013","3631 Olive St","Kansas City","MO","64109","133840","Jackson","3","Central","Ivanhoe Northeast","39.059988","-94.55531","3631 Olive St   64109 (39.059988, -94.55531)"
"1133425","04/27/2015","C","04/03/2019","715 WHEELING AVE","Kansas City","MO","64125","5515","Jackson","4","East","Sheffield","39.103047","-94.510118","715 WHEELING AVE   64125 (39.103047, -94.510118)"
